instance,algorithm,run,elapsed_ns,macroitems
random_n1000_rho0.9_weakly-corr-neg_seed2.pcf,hfma,0,2476081,529
random_n1000_rho0.9_weakly-corr-neg_seed2.pcf,rac,0,3864283,529
random_n1000_rho0.9_weakly-corr-neg_seed2.pcf,hfma,1,2306699,529
random_n1000_rho0.9_weakly-corr-neg_seed2.pcf,rac,1,3637139,529
random_n1000_rho0.9_weakly-corr-neg_seed2.pcf,hfma,2,2256030,529
random_n1000_rho0.9_weakly-corr-neg_seed2.pcf,rac,2,3454825,529
random_n1000_rho0.9_weakly-corr_seed0.pcf,hfma,0,1962932,546
random_n1000_rho0.9_weakly-corr_seed0.pcf,rac,0,4028677,546
random_n1000_rho0.9_weakly-corr_seed0.pcf,hfma,1,1684268,546
random_n1000_rho0.9_weakly-corr_seed0.pcf,rac,1,3811555,546
random_n1000_rho0.9_weakly-corr_seed0.pcf,hfma,2,1672285,546
random_n1000_rho0.9_weakly-corr_seed0.pcf,rac,2,3614999,546
random_n1000_rho0.9_weakly-corr_seed1.pcf,hfma,0,2472209,576
random_n1000_rho0.9_weakly-corr_seed1.pcf,rac,0,5019641,576
random_n1000_rho0.9_weakly-corr_seed1.pcf,hfma,1,1602727,576
random_n1000_rho0.9_weakly-corr_seed1.pcf,rac,1,3786762,576
random_n1000_rho0.9_weakly-corr_seed1.pcf,hfma,2,1580152,576
random_n1000_rho0.9_weakly-corr_seed1.pcf,rac,2,3625311,576
random_n1000_rho0.9_weakly-corr_seed2.pcf,hfma,0,1816595,541
random_n1000_rho0.9_weakly-corr_seed2.pcf,rac,0,4160194,541
random_n1000_rho0.9_weakly-corr_seed2.pcf,hfma,1,1764958,541
random_n1000_rho0.9_weakly-corr_seed2.pcf,rac,1,4043114,541
random_n1000_rho0.9_weakly-corr_seed2.pcf,hfma,2,1734803,541
random_n1000_rho0.9_weakly-corr_seed2.pcf,rac,2,3788485,541
random_n1000_rho1.0_strongly-corr-neg_seed0.pcf,hfma,0,3985270,474
random_n1000_rho1.0_strongly-corr-neg_seed0.pcf,rac,0,4826430,474
random_n1000_rho1.0_strongly-corr-neg_seed0.pcf,hfma,1,3598018,474
random_n1000_rho1.0_strongly-corr-neg_seed0.pcf,rac,1,4462254,474
